ndc,rxcui,atc_class,atc_class_name
63323-0614-01,966571,C02DB,Hydrazinophthalazine derivatives
17856-2002-05,834127,A01AB,Antiinfectives and antiseptics for local oral treatment
51079-0864-20,317173,C09AA,"ACE inhibitors, plain"
10122-0325-10,858605,C08CA,Dihydropyridine derivatives
0409-4903-34,1012068,N01BB,Amides
0409-7517-16,727517,B05CX,Other irrigating solutions
63323-0269-29,1808225,N01AX,Other general anesthetics
63323-0474-01,1719646,N05AD,Butyrophenone derivatives
51079-0721-20,199058,L04AA,Selective immunosuppressants
51079-0810-20,310490,A10BB,Sulfonylureas
51079-0480-20,313584,N06AX,Other antidepressants
0338-0803-04,615107,B05CX,Other irrigating solutions
63323-0165-01,1812194,H02AB,Glucocorticoids
51079-0440-20,966221,H03AA,Thyroid hormones
68084-0856-01,313586,N06AX,Other antidepressants
42543-0705-90,859040,N04BC,Dopamine agonists
0591-5694-01,197985,J01AA,Tetracyclines
0409-1215-01,1659929,V03AB,Antidotes
68382-0138-14,199888,N03AX,Other antiepileptics
0182-8453-89,198440,N02BE,Anilides
0409-4713-32,1737568,N01BB,Amides
0555-0612-14,859040,N04BC,Dopamine agonists
0338-0511-41,197736,D06AX,Other antibiotics for topical use
63323-0280-04,1719291,C03CA,"Sulfonamides, plain"
50111-0434-01,856373,N06AX,Other antidepressants
0378-1803-77,966221,H03AA,Thyroid hormones
66553-0008-01,198861,A02AH,Antacids with sodium bicarbonate
68084-0502-01,904475,C10AA,HMG CoA reductase inhibitors
0904-6401-61,863669,G04CA,Alpha-adrenoreceptor antagonists
63739-0588-10,312615,H02AB,Glucocorticoids
0781-5438-20,309076,J01DD,Third-generation cephalosporins
64980-0301-30,1440936,D07AA,"Corticosteroids, weak (group I)"
49999-0251-30,543546,D01AA,Antibiotics
25021-0400-10,1361226,B01AB,Heparin group
0944-0493-01,1742401,B05AA,Blood substitutes and plasma protein fractions
63323-0377-01,312070,H01CB,Somatostatin and analogues
0132-0201-45,283100,A06AG,Enemas
51079-0453-20,993470,C01CA,Adrenergic and dopaminergic agents
65649-0303-03,856666,A07AA,Antibiotics
63323-0402-20,1664986,J01DF,Monobactams
63323-0376-01,312069,H01CB,Somatostatin and analogues
63323-0508-31,1722939,J01DH,Carbapenems
49281-0752-21,798415,V04CF,Tuberculosis diagnostics
51079-0608-20,477560,C10AB,Fibrates
67457-0292-02,1659929,V03AB,Antidotes
0517-0740-20,996828,G02AB,Ergot alkaloids
60687-0410-94,996824,G02AB,Ergot alkaloids
16864-0680-02,763484,C05AD,Local anesthetics
0168-0046-31,198601,N01BB,Amides
51079-0788-20,308047,N05BA,Benzodiazepine derivatives
51079-0767-08,1099569,N03AG,Fatty acid derivatives
0641-0367-25,309696,H02AB,Glucocorticoids
50268-0685-15,198365,N05AB,Phenothiazines with piperazine structure
0517-0901-25,966571,C02DB,Hydrazinophthalazine derivatives
51079-0733-20,310670,N05AD,Butyrophenone derivatives
60687-0295-01,856519,C07AA,"Beta blocking agents, non-selective"
51801-0012-30,1111263,A12BA,Potassium
68084-0605-01,310385,N06AB,Selective serotonin reuptake inhibitors
69097-0846-07,828348,M03BX,Other centrally acting agents
0536-2525-25,198555,M02AB,Capsaicin and similar agents
0338-3508-41,1665060,J01DB,First-generation cephalosporins
0169-1833-11,311033,A10AB,"Insulins and analogues for injection, fast-acting"
0574-7034-12,198464,A01AD,Other agents for local oral treatment
0338-0811-04,847626,A12AA,Calcium
51079-0759-20,197380,C07AB,"Beta blocking agents, selective"
59011-0420-20,1049565,N02AA,Natural opium alkaloids
0904-2821-61,863664,G04BD,Drugs for urinary frequency and incontinence
0378-9119-16,577057,N01AH,Opioid anesthetics
63323-0201-10,1010033,N01BB,Amides
50383-0779-32,391937,A06AD,Osmotically acting laxatives
51079-0442-20,892246,H03AA,Thyroid hormones
51079-0812-20,198006,C07AA,"Beta blocking agents, non-selective"
50383-0779-31,391937,A06AD,Osmotically acting laxatives
60687-0487-01,198222,C03DA,Aldosterone antagonists
60687-0381-94,198102,B02BA,Vitamin K
51079-0454-20,314231,C10AA,HMG CoA reductase inhibitors
39822-0190-01,307702,S01EC,Carbonic anhydrase inhibitors
0409-1660-10,1718910,N05CM,Other hypnotics and sedatives
0121-1744-10,310604,R05CA,Expectorants
0281-0326-08,207273,C01DA,Organic nitrates
65162-0058-27,749206,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
55513-0267-10,205921,B03XA,Other antianemic preparations
0603-5338-21,198145,H02AB,Glucocorticoids
60687-0398-01,993470,C01CA,Adrenergic and dopaminergic agents
68084-0511-01,314231,C10AA,HMG CoA reductase inhibitors
0409-2721-01,1658637,B01AB,Heparin group
0409-7811-24,311683,J01XD,Imidazole derivatives
0338-0017-11,1795616,B05BA,Solutions for parenteral nutrition
0143-9501-25,1719646,N05AD,Butyrophenone derivatives
44567-0621-01,2117608,A12AA,Calcium
58468-0132-02,861377,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
58790-0002-28,998666,S01XA,Other ophthalmologicals
59676-0340-01,213475,B03XA,Other antianemic preparations
0703-3311-04,312069,H01CB,Somatostatin and analogues
64764-0119-07,858071,M04AC,Preparations with no effect on uric acid metabolism
44567-0236-10,1659287,J01DD,Third-generation cephalosporins
25021-0453-01,312070,H01CB,Somatostatin and analogues
0944-0495-05,1741986,B05AA,Blood substitutes and plasma protein fractions
50383-0775-17,1010739,N01BB,Amides
64380-0737-06,1367410,A11CC,Vitamin D and analogues
68382-0772-77,351260,A02BC,Proton pump inhibitors
0904-0525-60,308384,A11GA,"Ascorbic acid (vitamin C), plain"
69918-0899-10,1723232,H01BA,Vasopressin and analogues
63824-0722-83,1235477,R02AD,"Anesthetics, local"
57896-0791-01,314216,A03AX,Other drugs for functional gastrointestinal disorders
63739-0544-10,313096,C03DA,Aldosterone antagonists
68180-0351-09,312940,N06AB,Selective serotonin reuptake inhibitors
0904-6082-61,854876,N05CF,Benzodiazepine related drugs
59746-0306-32,314155,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
51079-0690-20,978006,A07DA,Antipropulsives
0338-0507-41,1870633,D06AX,Other antibiotics for topical use
68084-0082-01,381056,C01DA,Organic nitrates
63323-0280-02,1719290,C03CA,"Sulfonamides, plain"
0904-0201-61,856834,N06AA,Non-selective monoamine reuptake inhibitors
66685-1001-01,562508,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
0143-9873-10,866508,C07AB,"Beta blocking agents, selective"
0472-0321-26,106258,D07AA,"Corticosteroids, weak (group I)"
51079-0905-20,855671,N03AB,Hydantoin derivatives
0168-0146-30,103401,D07AA,"Corticosteroids, weak (group I)"
68084-0254-01,995258,N05BB,Diphenylmethane derivatives
41167-4131-02,997502,R06AX,Other antihistamines for systemic use
0641-0476-25,198368,N03AA,Barbiturates and derivatives
0641-0493-25,1670351,N03AB,Hydantoin derivatives
0173-0696-04,896190,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
51079-0597-20,1014678,R06AE,Piperazine derivatives
0597-0024-02,1190225,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
0409-4277-01,1010671,N01BB,Amides
0173-0642-55,105018,N03AX,Other antiepileptics
62584-0713-01,197320,M04AA,Preparations inhibiting uric acid production
51672-1258-02,861495,D07AD,"Corticosteroids, very potent (group IV)"
68462-0330-90,859033,N04BC,Dopamine agonists
0832-1212-01,855306,B01AA,Vitamin K antagonists
0832-1216-01,855336,B01AA,Vitamin K antagonists
71288-0402-11,1361226,B01AB,Heparin group
0904-6617-61,995258,N05BB,Diphenylmethane derivatives
0955-1052-90,861375,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
51079-0932-20,200033,C07AG,Alpha and beta blocking agents
0904-6575-61,199167,N03AA,Barbiturates and derivatives
68382-0196-16,859033,N04BC,Dopamine agonists
0131-2477-60,810002,N03AX,Other antiepileptics
69315-0904-01,197900,N05BA,Benzodiazepine derivatives
0603-5168-21,199164,N03AA,Barbiturates and derivatives
47781-0303-01,1648755,J01XE,Nitrofuran derivatives
0131-1810-67,809984,N03AX,Other antiepileptics
0131-2480-60,809998,N03AX,Other antiepileptics
50268-0152-15,309114,J01DB,First-generation cephalosporins
50484-0010-30,1149617,D03BA,Proteolytic enzymes
62856-0272-30,1356563,N03AX,Other antiepileptics
51079-0882-20,197528,N03AE,Benzodiazepine derivatives
63739-0645-10,310273,A02BA,H2-receptor antagonists
0904-6798-61,314076,C09AA,"ACE inhibitors, plain"
0131-2479-60,809994,N03AX,Other antiepileptics
31722-0537-12,311289,N03AX,Other antiepileptics
0173-0695-04,896165,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
63739-0486-10,995258,N05BB,Diphenylmethane derivatives
69315-0905-05,197901,N05BA,Benzodiazepine derivatives
51079-0161-20,993781,N02BE,Anilides
44567-0211-10,1659598,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
10702-0036-15,2101899,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
69238-1535-02,1366192,N05BA,Benzodiazepine derivatives
45802-0580-84,226552,N05CM,Other hypnotics and sedatives
47781-0617-91,1234995,M03AC,Other quaternary ammonium compounds
51224-0013-10,647121,N03AX,Other antiepileptics
0409-3414-01,311670,A03FA,Propulsives
63323-0694-04,307719,R05CB,Mucolytics
13517-0107-16,702519,N03AA,Barbiturates and derivatives
0832-1213-01,855316,B01AA,Vitamin K antagonists
0409-4699-30,1808224,N01AX,Other general anesthetics
0143-9785-10,1099648,N03AG,Fatty acid derivatives
67457-0350-10,1721474,J01CA,Penicillins with extended spectrum
51079-0886-20,311668,A03FA,Propulsives
51991-0651-16,403884,N03AX,Other antiepileptics
0409-6695-01,1654009,N01AX,Other general anesthetics
63323-0426-05,1234995,M03AC,Other quaternary ammonium compounds
71288-0005-20,1659592,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
60687-0423-21,199450,N05BA,Benzodiazepine derivatives
50268-0860-15,199083,A11GA,"Ascorbic acid (vitamin C), plain"
0904-6305-21,198776,N01BX,Other local anesthetics
13668-0092-90,859040,N04BC,Dopamine agonists
64679-0759-03,1719286,C03CA,"Sulfonamides, plain"
0409-6510-01,239209,A07AA,Antibiotics
55150-0207-20,1722934,J01DH,Carbapenems
63323-0533-83,854228,B01AB,Heparin group
0378-1430-77,858616,C08CA,Dihydropyridine derivatives
67286-0812-01,858609,C08CA,Dihydropyridine derivatives
0904-6819-07,993462,C01CA,Adrenergic and dopaminergic agents
0338-0048-02,486515,B05CB,Salt solutions
63323-0221-38,1807516,A07AA,Antibiotics
77333-0983-10,313773,A12CB,Zinc
63323-0360-19,1668250,A12AA,Calcium
0904-6369-61,308136,C08CA,Dihydropyridine derivatives
0536-1134-28,998483,D01AC,Imidazole and triazole derivatives
0121-0638-10,996520,R05DA,Opium alkaloids and derivatives
0121-1775-05,995868,R05DA,Opium alkaloids and derivatives
0378-0872-99,998675,C02AC,Imidazoline receptor agonists
0338-0409-03,1737744,N01BB,Amides
14789-0109-10,312507,B05XA,Electrolyte solutions
0143-9660-10,866508,C07AB,"Beta blocking agents, selective"
68084-0654-01,1923426,C07AA,"Beta blocking agents, non-selective"
0527-4108-37,1362712,C01BB,"Antiarrhythmics, class Ib"
0264-7800-20,1807633,B05XA,Electrolyte solutions
67457-0153-03,1663224,C01BD,"Antiarrhythmics, class III"
43547-0402-10,313988,C03CA,"Sulfonamides, plain"
76329-3390-01,1012068,N01BB,Amides
51672-4025-04,833528,C01BD,"Antiarrhythmics, class III"
55150-0168-30,1725082,N01BB,Amides
51079-0210-20,617311,C10AA,HMG CoA reductase inhibitors
16729-0182-01,429503,C03AA,"Thiazides, plain"
51079-0982-20,314076,C09AA,"ACE inhibitors, plain"
62584-0733-01,905225,C02DB,Hydrazinophthalazine derivatives
0185-0210-01,197941,H03BB,Sulfur-containing imidazole derivatives
0469-0607-73,261134,L04AD,Calcineurin inhibitors
0469-0617-11,108513,L04AD,Calcineurin inhibitors
0781-2102-01,313190,L04AD,Calcineurin inhibitors
0338-6010-48,1791840,C01CE,Phosphodiesterase inhibitors
63304-0520-20,309076,J01DD,Third-generation cephalosporins
51672-4023-01,197304,S01EC,Carbonic anhydrase inhibitors
59148-0020-50,849831,C03XA,Vasopressin antagonists
0781-2103-01,198377,L04AD,Calcineurin inhibitors
0338-3503-41,1665050,J01DB,First-generation cephalosporins
50268-0728-15,198334,J01EC,Intermediate-acting sulfonamides
43199-0011-01,1046982,A03BA,"Belladonna alkaloids, tertiary amines"
0904-0523-60,282402,A11GA,"Ascorbic acid (vitamin C), plain"
0904-6951-61,966222,H03AA,Thyroid hormones
68180-0485-09,904458,C10AA,HMG CoA reductase inhibitors
0904-5053-59,1049162,R01BA,Sympathomimetics
68462-0102-30,197698,J02AC,Triazole and tetrazole derivatives
10019-0553-02,351875,N05CM,Other hypnotics and sedatives
0781-2076-01,863669,G04CA,Alpha-adrenoreceptor antagonists
61314-0547-01,314072,S01EE,Prostaglandin analogues
68084-0501-01,904467,C10AA,HMG CoA reductase inhibitors
61314-0637-05,1376336,S01BA,"Corticosteroids, plain"
0378-2072-01,311353,C09AA,"ACE inhibitors, plain"
51079-0890-20,198202,J04AB,Antibiotics
42023-0159-25,1660016,C01CA,Adrenergic and dopaminergic agents
45802-0112-22,106346,D06AX,Other antibiotics for topical use
63323-0229-05,1796672,V03AB,Antidotes
0406-8515-01,1049611,N02AA,Natural opium alkaloids
68084-0808-01,835603,N02AX,Other opioids
51079-0793-20,198013,M01AE,Propionic acid derivatives
55390-0077-10,314192,N05AB,Phenothiazines with piperazine structure
0409-3178-01,1010751,N01BB,Amides
0338-0023-02,1795480,B05BA,Solutions for parenteral nutrition
60505-6147-04,1665088,J01DE,Fourth-generation cephalosporins
0781-3156-95,483017,N02BE,Anilides
45802-0580-62,226552,N05CM,Other hypnotics and sedatives
14789-0107-05,1860466,B05XA,Electrolyte solutions
0517-4602-25,1731590,D11AA,Antihidrotics
0409-9094-22,1735003,N01AH,Opioid anesthetics
0832-1211-01,855292,B01AA,Vitamin K antagonists
65862-0096-20,309078,J01DD,Third-generation cephalosporins
60687-0450-01,896762,C07AG,Alpha and beta blocking agents
76204-0200-30,630208,R03AC,Selective beta-2-adrenoreceptor agonists
0904-6426-61,349332,N06AB,Selective serotonin reuptake inhibitors
0904-6585-61,993518,N06AX,Other antidepressants
68180-0512-01,311353,C09AA,"ACE inhibitors, plain"
0641-6188-10,1232651,C01CA,Adrenergic and dopaminergic agents
0904-6783-70,308416,N02BA,Salicylic acid and derivatives
48433-0108-01,313323,A11DA,"Vitamin B1, plain"
50268-0314-15,310346,G04CB,Testosterone-5-alpha reductase inhibitors
68094-0108-59,1250685,A07DA,Antipropulsives
0904-6322-61,866427,C07AB,"Beta blocking agents, selective"
77333-0948-10,309263,A11CC,Vitamin D and analogues
42023-0164-10,2103184,H01BA,Vasopressin and analogues
43598-0561-78,351260,A02BC,Proton pump inhibitors
17478-0711-31,1011852,D04AB,Anesthetics for topical use
48433-0219-40,702311,A06AB,Contact laxatives
0904-5522-61,197625,C02CA,Alpha-adrenoreceptor antagonists
0206-8861-02,1659139,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
0904-6717-61,1014678,R06AE,Piperazine derivatives
68084-0196-01,311354,C09AA,"ACE inhibitors, plain"
0904-6291-61,617310,C10AA,HMG CoA reductase inhibitors
67457-0339-50,1807516,A07AA,Antibiotics
0781-3289-09,309335,D10AF,Antiinfectives for treatment of acne
23155-0118-01,308867,A11CC,Vitamin D and analogues
59390-0067-17,998501,A01AB,Antiinfectives and antiseptics for local oral treatment
0168-0004-80,1014314,D07AB,"Corticosteroids, moderately potent (group II)"
0338-0691-04,637551,B05BB,Solutions affecting the electrolyte balance
51079-0873-20,310537,A10BB,Sulfonylureas
0409-2720-02,1361226,B01AB,Heparin group
0310-1110-01,2053927,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
63323-0664-01,1723740,R06AA,Aminoalkyl ethers
55513-0126-10,205917,B03XA,Other antianemic preparations
0409-3365-01,1724276,N02AA,Natural opium alkaloids
63323-0485-27,1010035,N01BB,Amides
0904-5785-61,310385,N06AB,Selective serotonin reuptake inhibitors
51079-0923-20,308989,N04BA,Dopa and dopa derivatives
63323-0482-01,1010755,N01BB,Amides
60687-0389-21,197541,M04AC,Preparations with no effect on uric acid metabolism
68180-0513-01,311354,C09AA,"ACE inhibitors, plain"
68084-0479-01,359296,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia
67457-0385-99,1361226,B01AB,Heparin group
66553-0002-01,318272,A01AD,Other agents for local oral treatment
64764-0805-10,603162,N05CH,Melatonin receptor agonists
0904-6351-61,199884,J01MA,Fluoroquinolones
61314-0227-05,1992303,C07AA,"Beta blocking agents, non-selective"
51079-0294-20,863669,G04CA,Alpha-adrenoreceptor antagonists
0310-0755-90,859426,C10AA,HMG CoA reductase inhibitors
51079-0820-20,311288,N03AX,Other antiepileptics
0781-3177-96,1659283,J01DD,Third-generation cephalosporins
63323-0162-01,1665461,M01AB,Acetic acid derivatives and related substances
55390-0073-10,866508,C07AB,"Beta blocking agents, selective"
51079-0871-01,314234,A02BX,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
51079-0881-20,197527,N03AE,Benzodiazepine derivatives
63323-0393-06,1117522,J01XB,Polymyxins
51079-0746-20,831103,C05AE,Muscle relaxants
0703-1153-03,242969,C01CA,Adrenergic and dopaminergic agents
0338-1144-03,801000,N06AX,Other antidepressants
51079-0951-20,858813,C09AA,"ACE inhibitors, plain"
0409-2308-01,1666814,N05CD,Benzodiazepine derivatives
55390-0067-10,1654169,C01EB,Other cardiac preparations
0703-1020-30,1721314,J02AC,Triazole and tetrazole derivatives
0703-9040-03,1723160,J01GB,Other aminoglycosides
49502-0500-01,727347,C01CA,Adrenergic and dopaminergic agents
0641-1397-35,1730076,N05AA,Phenothiazines with aliphatic side-chain
78112-0011-03,1101849,N01BX,Other local anesthetics
0904-5676-61,1738483,N06AB,Selective serotonin reuptake inhibitors
0781-3152-95,199211,M03AC,Other quaternary ammonium compounds
63323-0241-20,1423812,B05XA,Electrolyte solutions
0121-4785-05,312055,A07AA,Antibiotics
0517-0031-25,309594,B03BA,Vitamin B12 (cyanocobalamin and analogues)
50268-0061-15,197311,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
0904-6501-61,197700,J02AC,Triazole and tetrazole derivatives
68084-0284-01,197797,L01XX,Other antineoplastic agents
0143-9595-25,1737566,N01BB,Amides
68084-0045-01,1738495,N06AB,Selective serotonin reuptake inhibitors
0338-0509-41,310477,D06AX,Other antibiotics for topical use
0409-4777-23,1665210,J01MA,Fluoroquinolones
50383-0775-15,1010739,N01BB,Amides
51672-1259-02,861448,D07AD,"Corticosteroids, very potent (group IV)"
51079-0246-20,311372,R06AX,Other antihistamines for systemic use
68084-0446-01,1648755,J01XE,Nitrofuran derivatives
0781-5439-20,309078,J01DD,Third-generation cephalosporins
70710-1008-02,728109,J05AH,Neuraminidase inhibitors
0406-8330-62,891888,N02AA,Natural opium alkaloids
0406-8315-62,891881,N02AA,Natural opium alkaloids
0409-6482-01,1668267,J01FA,Macrolides
60505-7006-02,245134,N02AB,Phenylpiperidine derivatives
51079-0542-20,198365,N05AB,Phenothiazines with piperazine structure
25021-0132-83,1665515,J01MA,Fluoroquinolones
0641-6007-10,282486,C03CA,"Sulfonamides, plain"
47781-0587-17,866508,C07AB,"Beta blocking agents, selective"
50458-0579-10,1232088,B01AF,Direct factor Xa inhibitors
57664-0510-83,476809,N06AX,Other antidepressants
0487-9801-01,836358,R01AX,Other nasal preparations
